# High-Utility Itemsets (Readable)
# Total: 411

DOT #UTIL: 49810.56 #SUP: 706
22423 #UTIL: 42669.85 #SUP: 1988
22557 DOT #UTIL: 11524.28 #SUP: 76
22593 DOT #UTIL: 11471.66 #SUP: 70
22694 DOT #UTIL: 11451.43 #SUP: 76
21981 DOT #UTIL: 11444.01 #SUP: 87
DOT 23353 #UTIL: 11415.64 #SUP: 70
DOT 22845 #UTIL: 11406.55 #SUP: 81
22755 DOT #UTIL: 11389.66 #SUP: 65
22595 DOT #UTIL: 11375.04 #SUP: 108
DOT 85227 #UTIL: 11371.29 #SUP: 78
22467 DOT #UTIL: 11360.75 #SUP: 112
22712 DOT #UTIL: 11354.30 #SUP: 107
DOT 22998 #UTIL: 11338.31 #SUP: 98
21754 DOT #UTIL: 11335.99 #SUP: 86
DOT 23311 #UTIL: 11334.78 #SUP: 59
21942 DOT #UTIL: 11327.66 #SUP: 80
22624 DOT #UTIL: 11291.85 #SUP: 77
21166 DOT #UTIL: 11272.27 #SUP: 121
22771 DOT #UTIL: 11270.12 #SUP: 111
DOT 23202 #UTIL: 11227.19 #SUP: 111
DOT 21012 #UTIL: 11225.92 #SUP: 119
DOT 22308 #UTIL: 11224.38 #SUP: 72
DOT 23241 #UTIL: 11223.09 #SUP: 77
82583 DOT #UTIL: 11219.48 #SUP: 154
21871 DOT #UTIL: 11219.16 #SUP: 86
DOT 23243 #UTIL: 11202.22 #SUP: 79
DOT 22996 #UTIL: 11200.91 #SUP: 110
DOT 23343 #UTIL: 11196.95 #SUP: 85
DOT 22891 #UTIL: 11180.42 #SUP: 71
DOT 23200 #UTIL: 11175.02 #SUP: 122
85150 DOT #UTIL: 11163.08 #SUP: 110
22328 DOT #UTIL: 11161.96 #SUP: 67
22423 20719 #UTIL: 11161.94 #SUP: 260
84832 DOT #UTIL: 11110.12 #SUP: 82
22752 DOT #UTIL: 11092.13 #SUP: 84
22727 DOT #UTIL: 11066.74 #SUP: 98
22738 DOT #UTIL: 11021.87 #SUP: 76
23203 #UTIL: 11006.03 #SUP: 1231
21880 DOT #UTIL: 10996.29 #SUP: 147
23298 #UTIL: 10993.99 #SUP: 1146
22670 DOT #UTIL: 10970.49 #SUP: 95
22024 DOT #UTIL: 10913.28 #SUP: 88
22816 DOT #UTIL: 10853.55 #SUP: 83
22386 #UTIL: 10839.37 #SUP: 1218
DOT 20969 #UTIL: 10824.68 #SUP: 52
21479 DOT #UTIL: 10789.19 #SUP: 73
22423 20724 #UTIL: 10772.89 #SUP: 257
85099B 23199 #UTIL: 10753.27 #SUP: 546
21137 #UTIL: 10738.33 #SUP: 375
22156 DOT #UTIL: 10733.85 #SUP: 107
21931 85099B #UTIL: 10723.95 #SUP: 724
DOT 23354 #UTIL: 10716.36 #SUP: 56
DOT 23295 #UTIL: 10710.79 #SUP: 81
DOT 21165 #UTIL: 10710.56 #SUP: 89
85049A DOT #UTIL: 10704.99 #SUP: 65
DOT 22703 #UTIL: 10694.41 #SUP: 88
22086 22114 #UTIL: 10679.26 #SUP: 185
DOT 37340 #UTIL: 10670.61 #SUP: 72
21915 DOT #UTIL: 10648.37 #SUP: 98
DOT 21868 #UTIL: 10646.09 #SUP: 72
DOT 22165 #UTIL: 10610.33 #SUP: 108
22065 DOT #UTIL: 10609.02 #SUP: 76
DOT 20971 #UTIL: 10577.81 #SUP: 73
DOT 84568 #UTIL: 10568.57 #SUP: 124
DOT 23163 #UTIL: 10562.36 #SUP: 74
DOT 21945 #UTIL: 10551.56 #SUP: 76
DOT 23234 #UTIL: 10494.72 #SUP: 48
82581 DOT #UTIL: 10467.24 #SUP: 103
DOT 84912B #UTIL: 10466.41 #SUP: 114
22326 DOT #UTIL: 10449.23 #SUP: 100
85123A 21733 #UTIL: 10430.61 #SUP: 489
DOT 22732 #UTIL: 10416.36 #SUP: 45
84755 DOT #UTIL: 10399.72 #SUP: 90
22983 DOT #UTIL: 10397.93 #SUP: 115
22571 DOT #UTIL: 10390.03 #SUP: 76
DOT 21428 #UTIL: 10366.58 #SUP: 80
22338 DOT #UTIL: 10343.02 #SUP: 66
DOT 21989 #UTIL: 10312.66 #SUP: 100
22951 DOT #UTIL: 10284.12 #SUP: 84
21985 DOT #UTIL: 10277.48 #SUP: 84
DOT 84923 #UTIL: 10275.85 #SUP: 98
DOT 71477 #UTIL: 10248.47 #SUP: 64
DOT 23493 #UTIL: 10233.05 #SUP: 62
22964 DOT #UTIL: 10223.38 #SUP: 80
84031B DOT #UTIL: 10222.78 #SUP: 93
DOT 21864 #UTIL: 10193.43 #SUP: 68
DOT 51014A #UTIL: 10184.88 #SUP: 96
22792 DOT #UTIL: 10157.87 #SUP: 82
22064 DOT #UTIL: 10153.64 #SUP: 82
DOT 22279 #UTIL: 10147.49 #SUP: 81
82484 DOT #UTIL: 10147.16 #SUP: 83
85152 DOT #UTIL: 10144.16 #SUP: 94
DOT 23004 #UTIL: 10133.97 #SUP: 100
22791 DOT #UTIL: 10125.73 #SUP: 84
DOT 23196 #UTIL: 10108.31 #SUP: 59
22727 22726 #UTIL: 10092.21 #SUP: 640
22963 DOT #UTIL: 10084.95 #SUP: 95
22227 DOT #UTIL: 10079.52 #SUP: 121
22301 DOT #UTIL: 10046.32 #SUP: 69
22190 DOT #UTIL: 10017.76 #SUP: 72
