# High-Utility Itemsets
# Total: 411

953 #UTIL: 49810.56 #SUP: 706
533 #UTIL: 42669.85 #SUP: 1988
163 953 #UTIL: 20040.48 #SUP: 162
67 953 #UTIL: 19940.19 #SUP: 224
636 953 #UTIL: 19912.17 #SUP: 157
776 953 #UTIL: 19885.42 #SUP: 273
229 953 #UTIL: 19844.49 #SUP: 154
377 953 #UTIL: 19802.46 #SUP: 114
953 1014 #UTIL: 19776.23 #SUP: 188
1 953 #UTIL: 19711.84 #SUP: 213
796 953 #UTIL: 19555.94 #SUP: 201
395 953 #UTIL: 19356.68 #SUP: 134
341 953 #UTIL: 19336.29 #SUP: 143
764 953 #UTIL: 19269.46 #SUP: 210
953 988 #UTIL: 19246.02 #SUP: 213
70 953 #UTIL: 19200.93 #SUP: 210
953 966 #UTIL: 19190.91 #SUP: 206
953 1432 #UTIL: 19181.68 #SUP: 208
953 3162 #UTIL: 19117.42 #SUP: 186
96 953 #UTIL: 19051.89 #SUP: 142
190 953 #UTIL: 18976.07 #SUP: 138
116 953 #UTIL: 18906.54 #SUP: 184
953 3322 #UTIL: 18828.82 #SUP: 149
499 953 #UTIL: 18757.38 #SUP: 243
953 3488 #UTIL: 18501.92 #SUP: 125
72 953 #UTIL: 18482.79 #SUP: 198
443 953 #UTIL: 18326.72 #SUP: 147
173 953 #UTIL: 18319.92 #SUP: 236
288 953 #UTIL: 18294.61 #SUP: 164
953 989 #UTIL: 18173.37 #SUP: 209
953 2611 #UTIL: 18086.35 #SUP: 168
68 953 #UTIL: 17923.17 #SUP: 148
953 3748 #UTIL: 17882.27 #SUP: 123
69 953 #UTIL: 17878.24 #SUP: 161
80 953 #UTIL: 17785.35 #SUP: 132
188 953 #UTIL: 17773.80 #SUP: 111
175 953 #UTIL: 17747.56 #SUP: 146
179 953 #UTIL: 17734.90 #SUP: 118
564 953 #UTIL: 17718.93 #SUP: 122
820 953 #UTIL: 17705.16 #SUP: 103
953 1094 #UTIL: 17697.47 #SUP: 147
953 1652 #UTIL: 17641.45 #SUP: 144
34 953 #UTIL: 17460.61 #SUP: 180
205 953 #UTIL: 17448.57 #SUP: 200
287 953 #UTIL: 17407.50 #SUP: 168
808 953 #UTIL: 17330.06 #SUP: 220
832 953 #UTIL: 17263.04 #SUP: 183
41 953 #UTIL: 17257.43 #SUP: 147
953 1412 #UTIL: 17182.71 #SUP: 158
836 953 #UTIL: 17174.24 #SUP: 184
953 1645 #UTIL: 16903.98 #SUP: 167
953 3451 #UTIL: 16901.51 #SUP: 121
266 953 #UTIL: 16849.64 #SUP: 144
47 #UTIL: 16584.72 #SUP: 1160
482 953 #UTIL: 16527.43 #SUP: 110
356 953 #UTIL: 16525.66 #SUP: 135
194 #UTIL: 16503.08 #SUP: 463
361 953 #UTIL: 16491.35 #SUP: 158
953 3450 #UTIL: 16481.30 #SUP: 116
3453 #UTIL: 16416.83 #SUP: 994
953 1647 #UTIL: 16359.37 #SUP: 217
275 953 #UTIL: 16352.55 #SUP: 157
422 953 #UTIL: 16338.46 #SUP: 114
390 953 #UTIL: 16283.72 #SUP: 111
810 953 #UTIL: 16277.62 #SUP: 135
533 1647 #UTIL: 16276.21 #SUP: 395
323 953 #UTIL: 16243.02 #SUP: 130
305 953 #UTIL: 16194.69 #SUP: 106
782 953 #UTIL: 16142.88 #SUP: 148
706 953 #UTIL: 16061.01 #SUP: 114
953 1614 #UTIL: 16026.90 #SUP: 107
136 953 #UTIL: 15984.94 #SUP: 135
953 1981 #UTIL: 15922.38 #SUP: 171
814 953 #UTIL: 15885.64 #SUP: 188
60 141 #UTIL: 15863.95 #SUP: 825
872 953 #UTIL: 15826.09 #SUP: 122
58 953 #UTIL: 15798.72 #SUP: 91
254 953 #UTIL: 15727.72 #SUP: 100
953 1067 #UTIL: 15680.04 #SUP: 147
396 953 #UTIL: 15667.21 #SUP: 97
953 1078 #UTIL: 15615.46 #SUP: 94
689 953 #UTIL: 15509.29 #SUP: 154
47 169 #UTIL: 15497.67 #SUP: 552
895 953 #UTIL: 15466.94 #SUP: 160
571 953 #UTIL: 15420.87 #SUP: 142
66 953 #UTIL: 15358.38 #SUP: 203
63 953 #UTIL: 15332.60 #SUP: 150
953 1300 #UTIL: 15284.50 #SUP: 201
437 953 #UTIL: 15256.80 #SUP: 122
4 953 #UTIL: 15214.77 #SUP: 107
169 953 #UTIL: 15202.08 #SUP: 90
953 990 #UTIL: 15107.28 #SUP: 166
176 953 #UTIL: 15103.25 #SUP: 93
325 953 #UTIL: 15088.92 #SUP: 120
135 953 #UTIL: 15076.63 #SUP: 122
113 953 #UTIL: 15059.54 #SUP: 90
33 953 #UTIL: 15058.51 #SUP: 128
707 953 #UTIL: 15052.53 #SUP: 100
953 2151 #UTIL: 15008.57 #SUP: 173
834 953 #UTIL: 14972.78 #SUP: 144
953 1542 #UTIL: 14968.46 #SUP: 192
27 953 #UTIL: 14951.25 #SUP: 127
953 3737 #UTIL: 14933.82 #SUP: 84
953 3607 #UTIL: 14912.09 #SUP: 123
953 3382 #UTIL: 14910.02 #SUP: 87
129 953 #UTIL: 14889.38 #SUP: 128
29 953 #UTIL: 14868.57 #SUP: 123
953 1361 #UTIL: 14803.50 #SUP: 109
681 953 #UTIL: 14793.58 #SUP: 154
927 953 #UTIL: 14784.45 #SUP: 170
199 953 #UTIL: 14772.44 #SUP: 80
953 1245 #UTIL: 14710.56 #SUP: 144
10 #UTIL: 14699.94 #SUP: 1455
533 622 #UTIL: 14694.80 #SUP: 525
953 1016 #UTIL: 14606.98 #SUP: 139
840 953 #UTIL: 14589.19 #SUP: 124
922 953 #UTIL: 14573.87 #SUP: 133
953 1077 #UTIL: 14561.12 #SUP: 79
907 953 #UTIL: 14465.93 #SUP: 108
198 953 #UTIL: 14426.15 #SUP: 69
523 953 #UTIL: 14391.75 #SUP: 81
699 953 #UTIL: 14377.07 #SUP: 109
803 953 #UTIL: 14268.14 #SUP: 93
83 953 #UTIL: 14259.02 #SUP: 154
226 953 #UTIL: 14231.66 #SUP: 95
953 1015 #UTIL: 14223.46 #SUP: 87
953 1190 #UTIL: 14220.35 #SUP: 109
953 1130 #UTIL: 14196.49 #SUP: 82
194 953 #UTIL: 14179.06 #SUP: 228
91 953 #UTIL: 14146.58 #SUP: 106
930 953 #UTIL: 14103.11 #SUP: 103
414 953 #UTIL: 14075.92 #SUP: 128
454 953 #UTIL: 13978.45 #SUP: 123
697 953 #UTIL: 13972.87 #SUP: 148
953 1214 #UTIL: 13969.61 #SUP: 138
459 953 #UTIL: 13892.76 #SUP: 63
141 360 #UTIL: 13886.29 #SUP: 536
953 1999 #UTIL: 13831.14 #SUP: 160
15 953 #UTIL: 13826.73 #SUP: 137
789 953 #UTIL: 13810.81 #SUP: 99
103 953 #UTIL: 13785.80 #SUP: 113
723 953 #UTIL: 13692.08 #SUP: 114
600 953 #UTIL: 13688.88 #SUP: 187
953 3740 #UTIL: 13684.08 #SUP: 77
417 953 #UTIL: 13665.07 #SUP: 75
953 3253 #UTIL: 13632.42 #SUP: 75
1647 3423 #UTIL: 13593.81 #SUP: 483
696 953 #UTIL: 13587.18 #SUP: 125
953 3637 #UTIL: 13571.32 #SUP: 70
2 953 #UTIL: 13492.13 #SUP: 85
293 953 #UTIL: 13487.00 #SUP: 184
186 953 #UTIL: 13485.86 #SUP: 89
529 953 #UTIL: 13437.85 #SUP: 142
93 953 #UTIL: 13406.88 #SUP: 108
168 953 #UTIL: 13402.17 #SUP: 130
751 953 #UTIL: 13374.94 #SUP: 112
953 1521 #UTIL: 13368.79 #SUP: 103
409 953 #UTIL: 13365.29 #SUP: 82
953 1573 #UTIL: 13359.91 #SUP: 115
718 953 #UTIL: 13348.13 #SUP: 133
716 953 #UTIL: 13333.28 #SUP: 125
862 953 #UTIL: 13317.62 #SUP: 76
781 953 #UTIL: 13280.20 #SUP: 134
294 953 #UTIL: 13267.67 #SUP: 100
646 953 #UTIL: 13255.84 #SUP: 155
953 3533 #UTIL: 13252.64 #SUP: 127
953 1418 #UTIL: 13251.13 #SUP: 118
449 953 #UTIL: 13231.13 #SUP: 65
267 953 #UTIL: 13230.33 #SUP: 116
142 #UTIL: 13225.01 #SUP: 661
213 953 #UTIL: 13214.58 #SUP: 128
201 953 #UTIL: 13206.43 #SUP: 134
398 953 #UTIL: 13179.16 #SUP: 112
111 953 #UTIL: 13150.31 #SUP: 91
444 953 #UTIL: 13142.07 #SUP: 99
433 953 #UTIL: 13112.80 #SUP: 124
953 1366 #UTIL: 13103.94 #SUP: 136
912 953 #UTIL: 13042.37 #SUP: 109
778 953 #UTIL: 13037.95 #SUP: 133
208 953 #UTIL: 13018.47 #SUP: 77
797 953 #UTIL: 13018.20 #SUP: 120
354 953 #UTIL: 12995.40 #SUP: 112
2953 #UTIL: 12977.83 #SUP: 247
953 986 #UTIL: 12968.80 #SUP: 135
73 953 #UTIL: 12933.37 #SUP: 137
953 1126 #UTIL: 12801.41 #SUP: 89
953 3932 #UTIL: 12786.12 #SUP: 57
953 1333 #UTIL: 12768.40 #SUP: 107
528 953 #UTIL: 12758.07 #SUP: 65
312 953 #UTIL: 12739.13 #SUP: 119
255 953 #UTIL: 12736.10 #SUP: 82
533 764 #UTIL: 12689.06 #SUP: 234
953 3631 #UTIL: 12655.40 #SUP: 100
62 953 #UTIL: 12654.15 #SUP: 192
805 953 #UTIL: 12590.06 #SUP: 96
313 953 #UTIL: 12574.83 #SUP: 109
831 953 #UTIL: 12555.72 #SUP: 107
953 2110 #UTIL: 12550.42 #SUP: 128
302 953 #UTIL: 12549.56 #SUP: 92
142 953 #UTIL: 12535.68 #SUP: 80
953 1749 #UTIL: 12523.40 #SUP: 147
311 953 #UTIL: 12517.54 #SUP: 110
809 953 #UTIL: 12516.13 #SUP: 113
295 953 #UTIL: 12482.13 #SUP: 141
533 627 #UTIL: 12480.35 #SUP: 509
953 1365 #UTIL: 12416.01 #SUP: 91
953 1924 #UTIL: 12352.83 #SUP: 155
953 1247 #UTIL: 12339.39 #SUP: 95
953 1631 #UTIL: 12324.38 #SUP: 82
228 953 #UTIL: 12322.27 #SUP: 83
320 953 #UTIL: 12302.13 #SUP: 126
633 953 #UTIL: 12299.54 #SUP: 81
614 953 #UTIL: 12289.77 #SUP: 86
953 956 #UTIL: 12225.29 #SUP: 121
292 953 #UTIL: 12208.05 #SUP: 118
393 953 #UTIL: 12191.98 #SUP: 92
953 3531 #UTIL: 12191.09 #SUP: 118
610 953 #UTIL: 12183.05 #SUP: 86
953 1103 #UTIL: 12131.06 #SUP: 83
953 1774 #UTIL: 12125.32 #SUP: 134
434 953 #UTIL: 12124.41 #SUP: 88
304 953 #UTIL: 12115.00 #SUP: 70
217 953 #UTIL: 12109.58 #SUP: 89
297 953 #UTIL: 12100.84 #SUP: 118
106 953 #UTIL: 12084.19 #SUP: 69
953 1139 #UTIL: 12066.85 #SUP: 101
795 953 #UTIL: 12041.33 #SUP: 86
243 953 #UTIL: 11964.59 #SUP: 88
308 953 #UTIL: 11893.24 #SUP: 127
360 953 #UTIL: 11883.63 #SUP: 155
953 3432 #UTIL: 11868.28 #SUP: 140
749 953 #UTIL: 11865.70 #SUP: 75
953 3480 #UTIL: 11865.18 #SUP: 92
605 953 #UTIL: 11822.59 #SUP: 92
757 953 #UTIL: 11810.68 #SUP: 97
507 953 #UTIL: 11809.91 #SUP: 77
70 533 #UTIL: 11786.77 #SUP: 357
953 3449 #UTIL: 11783.78 #SUP: 82
463 953 #UTIL: 11771.07 #SUP: 73
953 1775 #UTIL: 11767.63 #SUP: 136
171 #UTIL: 11761.75 #SUP: 1392
351 953 #UTIL: 11759.81 #SUP: 76
319 953 #UTIL: 11757.12 #SUP: 88
508 953 #UTIL: 11751.07 #SUP: 83
573 953 #UTIL: 11744.42 #SUP: 76
151 953 #UTIL: 11685.03 #SUP: 120
953 1213 #UTIL: 11658.34 #SUP: 103
764 1647 #UTIL: 11637.90 #SUP: 249
322 953 #UTIL: 11637.84 #SUP: 68
539 953 #UTIL: 11602.19 #SUP: 81
402 953 #UTIL: 11595.53 #SUP: 81
662 953 #UTIL: 11591.92 #SUP: 51
609 953 #UTIL: 11562.49 #SUP: 83
371 953 #UTIL: 11553.60 #SUP: 106
185 953 #UTIL: 11524.28 #SUP: 76
410 953 #UTIL: 11471.66 #SUP: 70
405 953 #UTIL: 11451.43 #SUP: 76
700 953 #UTIL: 11444.01 #SUP: 87
953 3730 #UTIL: 11415.64 #SUP: 70
953 970 #UTIL: 11406.55 #SUP: 81
864 953 #UTIL: 11389.66 #SUP: 65
411 953 #UTIL: 11375.04 #SUP: 108
953 1303 #UTIL: 11371.29 #SUP: 78
268 953 #UTIL: 11360.75 #SUP: 112
550 953 #UTIL: 11354.30 #SUP: 107
953 3116 #UTIL: 11338.31 #SUP: 98
18 953 #UTIL: 11335.99 #SUP: 86
953 3683 #UTIL: 11334.78 #SUP: 59
793 953 #UTIL: 11327.66 #SUP: 80
639 953 #UTIL: 11291.85 #SUP: 77
92 953 #UTIL: 11272.27 #SUP: 121
86 953 #UTIL: 11270.12 #SUP: 111
953 3431 #UTIL: 11227.19 #SUP: 111
953 1003 #UTIL: 11225.92 #SUP: 119
953 1225 #UTIL: 11224.38 #SUP: 72
953 3551 #UTIL: 11223.09 #SUP: 77
908 953 #UTIL: 11219.48 #SUP: 154
50 953 #UTIL: 11219.16 #SUP: 86
953 3545 #UTIL: 11202.22 #SUP: 79
953 3123 #UTIL: 11200.91 #SUP: 110
953 3575 #UTIL: 11196.95 #SUP: 85
953 1646 #UTIL: 11180.42 #SUP: 71
953 3430 #UTIL: 11175.02 #SUP: 122
239 953 #UTIL: 11163.08 #SUP: 110
362 953 #UTIL: 11161.96 #SUP: 67
533 988 #UTIL: 11161.94 #SUP: 260
100 953 #UTIL: 11110.12 #SUP: 82
6 953 #UTIL: 11092.13 #SUP: 84
28 953 #UTIL: 11066.74 #SUP: 98
397 953 #UTIL: 11021.87 #SUP: 76
3432 #UTIL: 11006.03 #SUP: 1231
372 953 #UTIL: 10996.29 #SUP: 147
3423 #UTIL: 10993.99 #SUP: 1146
477 953 #UTIL: 10970.49 #SUP: 95
552 953 #UTIL: 10913.28 #SUP: 88
869 953 #UTIL: 10853.55 #SUP: 83
60 #UTIL: 10839.37 #SUP: 1218
953 997 #UTIL: 10824.68 #SUP: 52
219 953 #UTIL: 10789.19 #SUP: 73
533 989 #UTIL: 10772.89 #SUP: 257
141 3324 #UTIL: 10753.27 #SUP: 546
528 #UTIL: 10738.33 #SUP: 375
813 953 #UTIL: 10733.85 #SUP: 107
77 141 #UTIL: 10723.95 #SUP: 724
953 3731 #UTIL: 10716.36 #SUP: 56
953 3677 #UTIL: 10710.79 #SUP: 81
953 1008 #UTIL: 10710.56 #SUP: 89
137 953 #UTIL: 10704.99 #SUP: 65
953 2399 #UTIL: 10694.41 #SUP: 88
47 58 #UTIL: 10679.26 #SUP: 185
953 2254 #UTIL: 10670.61 #SUP: 72
301 953 #UTIL: 10648.37 #SUP: 98
953 1208 #UTIL: 10646.09 #SUP: 72
953 1219 #UTIL: 10610.33 #SUP: 108
801 953 #UTIL: 10609.02 #SUP: 76
953 998 #UTIL: 10577.81 #SUP: 73
953 2062 #UTIL: 10568.57 #SUP: 124
953 3381 #UTIL: 10562.36 #SUP: 74
953 1643 #UTIL: 10551.56 #SUP: 76
953 3594 #UTIL: 10494.72 #SUP: 48
244 953 #UTIL: 10467.24 #SUP: 103
953 961 #UTIL: 10466.41 #SUP: 114
35 953 #UTIL: 10449.23 #SUP: 100
1 59 #UTIL: 10430.61 #SUP: 489
953 1758 #UTIL: 10416.36 #SUP: 45
124 953 #UTIL: 10399.72 #SUP: 90
551 953 #UTIL: 10397.93 #SUP: 115
532 953 #UTIL: 10390.03 #SUP: 76
953 1402 #UTIL: 10366.58 #SUP: 80
195 953 #UTIL: 10343.02 #SUP: 66
953 1457 #UTIL: 10312.66 #SUP: 100
420 953 #UTIL: 10284.12 #SUP: 84
496 953 #UTIL: 10277.48 #SUP: 84
953 964 #UTIL: 10275.85 #SUP: 98
953 1142 #UTIL: 10248.47 #SUP: 64
953 3852 #UTIL: 10233.05 #SUP: 62
289 953 #UTIL: 10223.38 #SUP: 80
913 953 #UTIL: 10222.78 #SUP: 93
953 1128 #UTIL: 10193.43 #SUP: 68
953 1083 #UTIL: 10184.88 #SUP: 96
868 953 #UTIL: 10157.87 #SUP: 82
215 953 #UTIL: 10153.64 #SUP: 82
953 2082 #UTIL: 10147.49 #SUP: 81
123 953 #UTIL: 10147.16 #SUP: 83
202 953 #UTIL: 10144.16 #SUP: 94
953 3111 #UTIL: 10133.97 #SUP: 100
741 953 #UTIL: 10125.73 #SUP: 84
953 3638 #UTIL: 10108.31 #SUP: 59
28 29 #UTIL: 10092.21 #SUP: 640
166 953 #UTIL: 10084.95 #SUP: 95
624 953 #UTIL: 10079.52 #SUP: 121
825 953 #UTIL: 10046.32 #SUP: 69
818 953 #UTIL: 10017.76 #SUP: 72
