# High-Utility Itemsets (Readable)
# Total: 12904

DOT #UTIL: 49810.56 #SUP: 706
22423 #UTIL: 42669.85 #SUP: 1988
22557 DOT #UTIL: 11524.28 #SUP: 76
22593 DOT #UTIL: 11471.66 #SUP: 70
22694 DOT #UTIL: 11451.43 #SUP: 76
21981 DOT #UTIL: 11444.01 #SUP: 87
DOT 23353 #UTIL: 11415.64 #SUP: 70
DOT 22845 #UTIL: 11406.55 #SUP: 81
22755 DOT #UTIL: 11389.66 #SUP: 65
22595 DOT #UTIL: 11375.04 #SUP: 108
DOT 85227 #UTIL: 11371.29 #SUP: 78
22467 DOT #UTIL: 11360.75 #SUP: 112
22712 DOT #UTIL: 11354.30 #SUP: 107
DOT 22998 #UTIL: 11338.31 #SUP: 98
21754 DOT #UTIL: 11335.99 #SUP: 86
DOT 23311 #UTIL: 11334.78 #SUP: 59
21942 DOT #UTIL: 11327.66 #SUP: 80
22624 DOT #UTIL: 11291.85 #SUP: 77
21166 DOT #UTIL: 11272.27 #SUP: 121
22771 DOT #UTIL: 11270.12 #SUP: 111
DOT 23202 #UTIL: 11227.19 #SUP: 111
DOT 21012 #UTIL: 11225.92 #SUP: 119
DOT 22308 #UTIL: 11224.38 #SUP: 72
DOT 23241 #UTIL: 11223.09 #SUP: 77
82583 DOT #UTIL: 11219.48 #SUP: 154
21871 DOT #UTIL: 11219.16 #SUP: 86
DOT 23243 #UTIL: 11202.22 #SUP: 79
DOT 22996 #UTIL: 11200.91 #SUP: 110
DOT 23343 #UTIL: 11196.95 #SUP: 85
DOT 22891 #UTIL: 11180.42 #SUP: 71
DOT 23200 #UTIL: 11175.02 #SUP: 122
85150 DOT #UTIL: 11163.08 #SUP: 110
22328 DOT #UTIL: 11161.96 #SUP: 67
22423 20719 #UTIL: 11161.94 #SUP: 260
84832 DOT #UTIL: 11110.12 #SUP: 82
22752 DOT #UTIL: 11092.13 #SUP: 84
22727 DOT #UTIL: 11066.74 #SUP: 98
22738 DOT #UTIL: 11021.87 #SUP: 76
23203 #UTIL: 11006.03 #SUP: 1231
21880 DOT #UTIL: 10996.29 #SUP: 147
23298 #UTIL: 10993.99 #SUP: 1146
22670 DOT #UTIL: 10970.49 #SUP: 95
22024 DOT #UTIL: 10913.28 #SUP: 88
22816 DOT #UTIL: 10853.55 #SUP: 83
22386 #UTIL: 10839.37 #SUP: 1218
DOT 20969 #UTIL: 10824.68 #SUP: 52
21479 DOT #UTIL: 10789.19 #SUP: 73
22423 20724 #UTIL: 10772.89 #SUP: 257
85099B 23199 #UTIL: 10753.27 #SUP: 546
21137 #UTIL: 10738.33 #SUP: 375
22156 DOT #UTIL: 10733.85 #SUP: 107
21931 85099B #UTIL: 10723.95 #SUP: 724
DOT 23354 #UTIL: 10716.36 #SUP: 56
DOT 23295 #UTIL: 10710.79 #SUP: 81
DOT 21165 #UTIL: 10710.56 #SUP: 89
85049A DOT #UTIL: 10704.99 #SUP: 65
DOT 22703 #UTIL: 10694.41 #SUP: 88
22086 22114 #UTIL: 10679.26 #SUP: 185
DOT 37340 #UTIL: 10670.61 #SUP: 72
21915 DOT #UTIL: 10648.37 #SUP: 98
DOT 21868 #UTIL: 10646.09 #SUP: 72
DOT 22165 #UTIL: 10610.33 #SUP: 108
22065 DOT #UTIL: 10609.02 #SUP: 76
DOT 20971 #UTIL: 10577.81 #SUP: 73
DOT 84568 #UTIL: 10568.57 #SUP: 124
DOT 23163 #UTIL: 10562.36 #SUP: 74
DOT 21945 #UTIL: 10551.56 #SUP: 76
DOT 23234 #UTIL: 10494.72 #SUP: 48
82581 DOT #UTIL: 10467.24 #SUP: 103
DOT 84912B #UTIL: 10466.41 #SUP: 114
22326 DOT #UTIL: 10449.23 #SUP: 100
85123A 21733 #UTIL: 10430.61 #SUP: 489
DOT 22732 #UTIL: 10416.36 #SUP: 45
84755 DOT #UTIL: 10399.72 #SUP: 90
22983 DOT #UTIL: 10397.93 #SUP: 115
22571 DOT #UTIL: 10390.03 #SUP: 76
DOT 21428 #UTIL: 10366.58 #SUP: 80
22338 DOT #UTIL: 10343.02 #SUP: 66
DOT 21989 #UTIL: 10312.66 #SUP: 100
22951 DOT #UTIL: 10284.12 #SUP: 84
21985 DOT #UTIL: 10277.48 #SUP: 84
DOT 84923 #UTIL: 10275.85 #SUP: 98
DOT 71477 #UTIL: 10248.47 #SUP: 64
DOT 23493 #UTIL: 10233.05 #SUP: 62
22964 DOT #UTIL: 10223.38 #SUP: 80
84031B DOT #UTIL: 10222.78 #SUP: 93
DOT 21864 #UTIL: 10193.43 #SUP: 68
DOT 51014A #UTIL: 10184.88 #SUP: 96
22792 DOT #UTIL: 10157.87 #SUP: 82
22064 DOT #UTIL: 10153.64 #SUP: 82
DOT 22279 #UTIL: 10147.49 #SUP: 81
82484 DOT #UTIL: 10147.16 #SUP: 83
85152 DOT #UTIL: 10144.16 #SUP: 94
DOT 23004 #UTIL: 10133.97 #SUP: 100
22791 DOT #UTIL: 10125.73 #SUP: 84
DOT 23196 #UTIL: 10108.31 #SUP: 59
22727 22726 #UTIL: 10092.21 #SUP: 640
22963 DOT #UTIL: 10084.95 #SUP: 95
22227 DOT #UTIL: 10079.52 #SUP: 121
22301 DOT #UTIL: 10046.32 #SUP: 69
22190 DOT #UTIL: 10017.76 #SUP: 72
22644 DOT #UTIL: 9971.30 #SUP: 53
DOT 85123a #UTIL: 9962.33 #SUP: 61
DOT 23480 #UTIL: 9951.22 #SUP: 41
22554 DOT #UTIL: 9945.01 #SUP: 80
DOT 23534 #UTIL: 9934.48 #SUP: 63
21832 DOT #UTIL: 9923.80 #SUP: 84
22907 DOT #UTIL: 9909.22 #SUP: 126
21411 DOT #UTIL: 9908.06 #SUP: 60
22551 DOT #UTIL: 9898.33 #SUP: 71
21086 DOT #UTIL: 9846.95 #SUP: 139
85048 DOT #UTIL: 9838.40 #SUP: 46
DOT 21846 #UTIL: 9827.07 #SUP: 84
20724 47566 #UTIL: 9820.57 #SUP: 267
DOT 23263 #UTIL: 9815.22 #SUP: 67
82552 DOT #UTIL: 9763.19 #SUP: 74
22382 DOT #UTIL: 9761.74 #SUP: 94
DOT 16235 #UTIL: 9760.67 #SUP: 85
85099C 85099B #UTIL: 9753.46 #SUP: 585
22757 DOT #UTIL: 9727.16 #SUP: 56
22423 22698 #UTIL: 9723.15 #SUP: 392
22625 DOT #UTIL: 9722.03 #SUP: 88
22355 20724 #UTIL: 9715.39 #SUP: 507
DOT 23298 #UTIL: 9713.68 #SUP: 83
22818 DOT #UTIL: 9702.33 #SUP: 81
20725 47566 #UTIL: 9696.34 #SUP: 319
DOT 84970s #UTIL: 9667.68 #SUP: 66
DOT 35970 #UTIL: 9632.61 #SUP: 61
DOT 22028 #UTIL: 9628.60 #SUP: 81
84509A DOT #UTIL: 9622.91 #SUP: 93
22781 DOT #UTIL: 9619.87 #SUP: 71
22375 DOT #UTIL: 9613.74 #SUP: 69
22112 DOT #UTIL: 9570.73 #SUP: 74
21944 DOT #UTIL: 9550.71 #SUP: 67
DOT 21147 #UTIL: 9523.19 #SUP: 65
22335 DOT #UTIL: 9519.25 #SUP: 103
22601 DOT #UTIL: 9516.83 #SUP: 58
DOT 22995 #UTIL: 9516.16 #SUP: 80
22804 DOT #UTIL: 9516.14 #SUP: 73
22418 DOT #UTIL: 9493.68 #SUP: 69
DOT 21704 #UTIL: 9480.97 #SUP: 53
22699 22697 #UTIL: 9467.43 #SUP: 767
21258 DOT #UTIL: 9415.76 #SUP: 62
22798 DOT #UTIL: 9403.81 #SUP: 82
22960 #UTIL: 9384.15 #SUP: 1132
21485 DOT #UTIL: 9371.47 #SUP: 53
DOT 23352 #UTIL: 9363.95 #SUP: 45
23284 #UTIL: 9360.31 #SUP: 728
DOT 22166 #UTIL: 9356.98 #SUP: 71
DOT 84509a #UTIL: 9352.11 #SUP: 68
21975 DOT #UTIL: 9344.21 #SUP: 78
22720 #UTIL: 9333.27 #SUP: 1385
22086 23084 #UTIL: 9327.82 #SUP: 185
DOT 22733 #UTIL: 9327.07 #SUP: 38
DOT 84828 #UTIL: 9317.36 #SUP: 72
21327 DOT #UTIL: 9312.11 #SUP: 65
21891 DOT #UTIL: 9309.94 #SUP: 80
DOT 21813 #UTIL: 9301.11 #SUP: 72
DOT 21172 #UTIL: 9267.26 #SUP: 101
DOT 23184 #UTIL: 9261.72 #SUP: 70
DOT 21015 #UTIL: 9252.44 #SUP: 75
DOT 23206 #UTIL: 9245.64 #SUP: 110
DOT 20665 #UTIL: 9240.10 #SUP: 83
22585 DOT #UTIL: 9236.59 #SUP: 78
DOT 22027 #UTIL: 9233.16 #SUP: 100
21739 DOT #UTIL: 9227.90 #SUP: 70
22839 DOT #UTIL: 9223.91 #SUP: 66
22386 85099F #UTIL: 9223.19 #SUP: 348
22737 DOT #UTIL: 9204.06 #SUP: 52
DOT 85049a #UTIL: 9171.71 #SUP: 32
DOT 84987 #UTIL: 9153.60 #SUP: 92
DOT 21385 #UTIL: 9144.18 #SUP: 115
DOT 22208 #UTIL: 9138.68 #SUP: 81
DOT 22340 #UTIL: 9138.06 #SUP: 67
DOT 23264 #UTIL: 9116.69 #SUP: 61
DOT 22579 #UTIL: 9099.29 #SUP: 70
21429 DOT #UTIL: 9094.00 #SUP: 69
DOT 22721 #UTIL: 9081.03 #SUP: 54
22600 DOT #UTIL: 9065.15 #SUP: 55
DOT 84596G #UTIL: 9046.44 #SUP: 96
16238 DOT #UTIL: 9036.25 #SUP: 65
DOT 22811 #UTIL: 9035.78 #SUP: 58
DOT 23308 #UTIL: 9016.62 #SUP: 83
22741 DOT #UTIL: 9013.27 #SUP: 77
22355 20719 #UTIL: 9011.85 #SUP: 456
22550 DOT #UTIL: 9011.12 #SUP: 41
72817 DOT #UTIL: 9009.40 #SUP: 76
DOT 21650 #UTIL: 9001.60 #SUP: 70
85099B 23203 #UTIL: 8988.76 #SUP: 577
22360 DOT #UTIL: 8979.49 #SUP: 76
22086 84347 #UTIL: 8970.89 #SUP: 152
22411 85099B #UTIL: 8954.76 #SUP: 680
DOT 23293 #UTIL: 8952.51 #SUP: 83
22962 DOT #UTIL: 8943.39 #SUP: 94
22603 DOT #UTIL: 8940.64 #SUP: 51
21716 DOT #UTIL: 8939.77 #SUP: 109
DOT 21775 #UTIL: 8939.59 #SUP: 98
22112 22423 #UTIL: 8932.18 #SUP: 193
22727 22423 #UTIL: 8924.75 #SUP: 280
21929 85099B #UTIL: 8923.05 #SUP: 518
82494L DOT #UTIL: 8918.26 #SUP: 100
DOT 22701 #UTIL: 8913.41 #SUP: 67
20679 DOT #UTIL: 8912.46 #SUP: 58
21801 DOT #UTIL: 8900.32 #SUP: 103
22037 DOT #UTIL: 8878.35 #SUP: 95
DOT 15056bl #UTIL: 8868.89 #SUP: 62
DOT 21090 #UTIL: 8857.32 #SUP: 109
DOT 10135 #UTIL: 8839.92 #SUP: 68
DOT 22597 #UTIL: 8838.09 #SUP: 72
DOT 23265 #UTIL: 8832.49 #SUP: 57
DOT 85049e #UTIL: 8830.23 #SUP: 39
DOT 22499 #UTIL: 8826.65 #SUP: 87
22429 DOT #UTIL: 8797.23 #SUP: 56
22469 22470 #UTIL: 8775.90 #SUP: 493
22086 22423 #UTIL: 8775.37 #SUP: 191
20725 22423 #UTIL: 8773.41 #SUP: 277
DOT 23535 #UTIL: 8773.39 #SUP: 49
22380 DOT #UTIL: 8764.12 #SUP: 75
22614 DOT #UTIL: 8757.15 #SUP: 54
82484 #UTIL: 8755.33 #SUP: 685
